"resp","task","choice","brand","ad","price"
34,4,0,"P","Yes",8
34,4,0,"N","Yes",20
34,5,0,"P","No",32
34,5,0,"P","No",20
34,5,1,"P","No",8
34,6,0,"P","No",16
34,6,0,"H","Yes",24
34,6,1,"H","No",12
34,7,1,"P","Yes",8
34,7,0,"N","No",16
34,7,0,"H","Yes",16
34,8,1,"H","No",20
34,8,0,"H","Yes",24
34,8,0,"H","Yes",8
34,9,0,"H","No",24
34,9,1,"N","No",16
34,9,0,"H","Yes",12
34,10,0,"N","Yes",16
34,10,0,"H","Yes",24
34,10,1,"H","No",16
35,1,0,"H","Yes",12
35,1,0,"P","No",28
35,1,1,"H","No",32
35,2,0,"N","No",32
35,2,0,"N","No",24
35,2,1,"H","No",16
35,3,1,"N","No",20
35,3,0,"P","Yes",24
35,3,0,"P","Yes",32
35,4,0,"H","Yes",24
35,4,0,"P","Yes",12
35,4,1,"N","No",20
35,5,0,"N","Yes",24
35,5,1,"P","Yes",16
35,5,0,"P","Yes",12
35,6,1,"N","Yes",20
35,6,0,"N","Yes",28
35,6,0,"H","No",8
35,7,0,"H","Yes",32
35,7,0,"H","Yes",20
35,7,1,"N","No",8
35,8,1,"N","No",16
35,8,0,"P","No",28
35,8,0,"H","Yes",32
35,9,0,"P","Yes",32
35,9,1,"P","Yes",8
35,9,0,"H","No",28
35,10,0,"N","Yes",32
35,10,1,"N","No",8
35,10,0,"P","No",28
36,1,1,"P","Yes",8
36,1,0,"P","No",32
36,1,0,"N","Yes",16
36,2,0,"N","No",32
36,2,0,"H","No",32
36,2,1,"H","No",8
36,3,0,"P","No",32
36,3,0,"N","Yes",32
36,3,1,"N","Yes",8
36,4,0,"H","Yes",32
36,4,0,"N","Yes",16
36,4,1,"N","No",24
36,5,0,"H","Yes",16
36,5,1,"N","No",28
36,5,0,"P","No",28
36,6,0,"H","No",12
36,6,0,"P","Yes",12
36,6,1,"P","No",32
36,7,1,"H","Yes",16
36,7,0,"P","No",16
36,7,0,"H","Yes",24
36,8,0,"H","Yes",24
36,8,0,"N","Yes",16
36,8,1,"P","Yes",12
36,9,0,"P","Yes",24
36,9,0,"P","No",16
36,9,1,"H","No",12
36,10,1,"P","No",8
36,10,0,"H","No",8
36,10,0,"H","Yes",20
37,1,0,"N","Yes",28
37,1,1,"H","No",12
37,1,0,"P","No",24
37,2,0,"N","Yes",8
37,2,0,"P","No",20
37,2,1,"P","No",28
37,3,1,"N","No",24
37,3,0,"P","No",20
37,3,0,"H","Yes",16
37,4,0,"N","No",20
37,4,1,"N","No",16
37,4,0,"N","Yes",28
37,5,0,"N","No",24
37,5,1,"H","Yes",8
37,5,0,"N","No",32
37,6,1,"N","No",8
37,6,0,"N","No",12
37,6,0,"P","No",32
37,7,1,"H","No",12
37,7,0,"P","No",8
37,7,0,"H","No",20
37,8,0,"N","No",28
37,8,0,"P","Yes",28
37,8,1,"N","Yes",8
37,9,0,"H","Yes",32
37,9,1,"P","No",24
37,9,0,"H","Yes",24
37,10,0,"P","No",32
37,10,0,"P","Yes",24
37,10,1,"N","No",24
38,1,0,"N","No",24
38,1,0,"H","No",8
38,1,1,"N","No",8
38,2,0,"H","No",8
38,2,1,"H","Yes",8
38,2,0,"H","Yes",20
38,3,0,"N","Yes",24
38,3,0,"P","Yes",32
38,3,1,"N","No",24
38,4,0,"P","Yes",8
38,4,1,"N","Yes",20
38,4,0,"P","Yes",24
38,5,0,"N","Yes",32
38,5,1,"H","No",20
38,5,0,"P","Yes",28
38,6,1,"P","No",16
38,6,0,"P","Yes",16
38,6,0,"N","Yes",28
38,7,0,"N","Yes",32
38,7,0,"H","No",12
38,7,1,"P","Yes",20
38,8,0,"N","No",32
38,8,0,"P","No",28
38,8,1,"P","No",8
38,9,0,"P","Yes",24
38,9,0,"N","Yes",24
38,9,1,"N","No",20
38,10,1,"H","Yes",12
38,10,0,"H","No",32
38,10,0,"P","No",16
39,1,0,"N","Yes",32
39,1,1,"P","No",12
39,1,0,"P","Yes",28
39,2,0,"N","No",24
39,2,0,"N","Yes",28
39,2,1,"P","Yes",16
39,3,0,"H","Yes",32
39,3,0,"N","Yes",28
39,3,1,"N","No",12
39,4,0,"N","Yes",16
39,4,1,"P","Yes",16
39,4,0,"P","No",8
39,5,0,"P","Yes",12
39,5,1,"N","Yes",12
39,5,0,"P","No",28
39,6,1,"N","Yes",16
39,6,0,"H","No",16
39,6,0,"P","Yes",20
39,7,1,"P","Yes",12
39,7,0,"H","No",32
39,7,0,"H","Yes",16
39,8,0,"P","No",32
39,8,1,"P","No",16
39,8,0,"H","Yes",28
39,9,1,"H","No",8
39,9,0,"P","No",16
39,9,0,"N","No",24
39,10,1,"P","No",24
39,10,0,"P","No",20
39,10,0,"P","Yes",8
40,1,0,"P","No",32
40,1,1,"N","Yes",8
40,1,0,"P","No",12
40,2,1,"P","Yes",12
40,2,0,"H","No",32
40,2,0,"N","Yes",12
40,3,0,"P","Yes",12
40,3,1,"H","Yes",12
40,3,0,"P","Yes",32
40,4,0,"H","No",32
40,4,0,"N","Yes",32
40,4,1,"H","Yes",12
40,5,0,"P","No",28
40,5,1,"N","Yes",8
40,5,0,"N","No",32
40,6,0,"P","Yes",28
40,6,1,"H","No",8
40,6,0,"N","No",32
40,7,0,"P","Yes",20
40,7,1,"N","Yes",20
40,7,0,"H","No",16
40,8,0,"P","No",24
40,8,0,"P","No",12
40,8,1,"P","No",8
40,9,0,"H","No",28
40,9,0,"H","No",24
40,9,1,"N","No",24
40,10,1,"P","Yes",28
40,10,0,"N","No",12
40,10,0,"P","Yes",20
41,1,0,"H","No",24
41,1,0,"P","No",12
41,1,1,"N","No",24
41,2,0,"H","Yes",20
41,2,1,"N","Yes",32
41,2,0,"P","No",32
41,3,0,"N","Yes",20
41,3,1,"H","Yes",16
41,3,0,"N","No",24
41,4,0,"P","Yes",20
41,4,0,"P","Yes",32
41,4,1,"P","No",8
41,5,0,"N","Yes",28
41,5,1,"P","No",12
41,5,0,"P","No",24
41,6,0,"N","No",32
41,6,0,"P","No",28
41,6,1,"N","Yes",16
41,7,0,"H","Yes",28
41,7,0,"N","Yes",32
41,7,1,"P","Yes",12
41,8,0,"P","No",12
41,8,1,"N","No",12
41,8,0,"N","Yes",12
41,9,1,"P","No",12
41,9,0,"P","Yes",8
41,9,0,"N","Yes",16
41,10,0,"P","No",20
41,10,0,"P","Yes",20
41,10,1,"N","No",8
42,1,1,"N","Yes",8
42,1,0,"P","Yes",20
42,1,0,"N","Yes",20
42,2,0,"H","Yes",32
42,2,0,"P","Yes",28
42,2,1,"P","No",32
42,3,0,"H","No",32
42,3,0,"N","Yes",28
42,3,1,"N","No",20
42,4,0,"N","No",24
42,4,0,"P","Yes",16
42,4,1,"N","Yes",24
42,5,0,"P","Yes",20
42,5,1,"N","Yes",12
42,5,0,"N","No",24
42,6,1,"N","No",20
42,6,0,"P","No",20
42,6,0,"P","No",32
42,7,0,"P","Yes",20
42,7,1,"N","No",12
42,7,0,"H","Yes",8
42,8,0,"H","Yes",32
42,8,1,"P","No",16
42,8,0,"N","No",8
42,9,0,"N","No",24
42,9,1,"N","Yes",28
42,9,0,"H","Yes",28
42,10,0,"H","No",24
42,10,1,"P","No",20
42,10,0,"N","Yes",32
43,1,1,"N","No",8
43,1,0,"P","No",20
43,1,0,"P","No",32
43,2,1,"H","No",12
43,2,0,"P","Yes",28
43,2,0,"H","Yes",8
43,3,0,"P","Yes",20
43,3,0,"N","Yes",20
43,3,1,"N","No",8
43,4,0,"H","Yes",16
43,4,1,"N","Yes",24
43,4,0,"H","Yes",12
43,5,0,"N","Yes",32
43,5,0,"N","Yes",28
43,5,1,"P","No",8
43,6,1,"N","No",28
43,6,0,"H","No",28
43,6,0,"P","Yes",32
43,7,1,"N","Yes",20
43,7,0,"H","No",12
43,7,0,"H","Yes",28
43,8,1,"N","No",12
43,8,0,"H","Yes",16
43,8,0,"N","No",24
43,9,0,"N","No",20
43,9,0,"P","Yes",12
43,9,1,"H","No",8
43,10,0,"H","Yes",32
43,10,0,"N","No",32
43,10,1,"N","Yes",28
44,1,0,"P","Yes",20
44,1,0,"N","Yes",12
44,1,1,"H","Yes",12
44,2,0,"P","No",12
44,2,1,"P","Yes",8
44,2,0,"N","No",32
44,3,0,"H","Yes",20
44,3,0,"H","No",24
44,3,1,"H","No",8
44,4,0,"P","No",28
44,4,0,"H","Yes",24
44,4,1,"P","Yes",16
44,5,0,"P","Yes",20
44,5,0,"N","No",20
44,5,1,"N","No",8
44,6,0,"N","No",32
44,6,0,"P","Yes",32
44,6,1,"N","No",28
44,7,0,"P","No",28
44,7,0,"H","No",24
44,7,1,"H","Yes",8
44,8,0,"P","Yes",28
44,8,1,"N","Yes",28
44,8,0,"H","No",24
44,9,1,"P","Yes",8
44,9,0,"H","Yes",32
44,9,0,"H","Yes",20
44,10,0,"H","Yes",8
44,10,0,"H","No",8
44,10,1,"N","Yes",28
45,1,1,"P","Yes",20
45,1,0,"H","No",8
45,1,0,"N","No",32
45,2,1,"N","No",28
45,2,0,"H","No",8
45,2,0,"N","No",12
45,3,1,"P","No",16
45,3,0,"N","No",32
45,3,0,"N","Yes",32
45,4,1,"P","No",16
45,4,0,"H","Yes",20
45,4,0,"H","No",24
45,5,0,"P","Yes",8
45,5,1,"H","No",12
45,5,0,"H","Yes",24
45,6,1,"H","No",20
45,6,0,"H","No",28
45,6,0,"H","Yes",24
45,7,0,"H","Yes",20
45,7,0,"N","No",20
45,7,1,"N","No",28
45,8,0,"N","Yes",32
45,8,1,"P","No",28
45,8,0,"H","No",32
45,9,0,"N","Yes",16
45,9,1,"N","No",8
45,9,0,"N","No",16
45,10,0,"P","No",20
45,10,1,"P","Yes",28
45,10,0,"H","No",32
46,1,1,"H","No",12
46,1,0,"H","Yes",28
46,1,0,"N","Yes",20
46,2,0,"N","No",32
46,2,1,"N","No",16
46,2,0,"N","No",12
46,3,0,"P","Yes",20
46,3,1,"H","No",16
46,3,0,"P","Yes",32
46,4,0,"N","No",28
46,4,1,"H","Yes",24
46,4,0,"H","No",12
46,5,1,"N","No",24
46,5,0,"N","Yes",12
46,5,0,"H","Yes",32
46,6,0,"H","No",12
46,6,1,"P","Yes",28
46,6,0,"H","Yes",20
46,7,0,"H","Yes",32
46,7,0,"H","No",20
46,7,1,"H","Yes",12
46,8,0,"P","No",24
46,8,0,"P","No",32
46,8,1,"H","Yes",32
46,9,1,"N","No",28
46,9,0,"P","Yes",24
46,9,0,"N","Yes",8
46,10,0,"N","Yes",28
46,10,1,"H","No",28
46,10,0,"P","No",32
47,1,1,"P","No",16
47,1,0,"P","No",32
47,1,0,"N","No",32
47,2,1,"P","No",16
47,2,0,"P","Yes",28
47,2,0,"P","Yes",24
47,3,0,"P","No",24
47,3,1,"H","No",20
47,3,0,"H","Yes",20
47,4,1,"P","No",12
47,4,0,"P","Yes",28
47,4,0,"P","No",20
47,5,1,"N","No",20
47,5,0,"N","No",24
47,5,0,"P","No",16
47,6,0,"H","Yes",12
47,6,0,"P","No",28
47,6,1,"N","No",8
47,7,1,"P","No",12
47,7,0,"N","Yes",20
47,7,0,"N","No",16
47,8,0,"N","No",20
47,8,0,"N","Yes",16
47,8,1,"N","No",8
47,9,0,"N","Yes",32
47,9,1,"H","No",16
47,9,0,"P","Yes",16
47,10,1,"P","No",24
47,10,0,"N","Yes",20
47,10,0,"P","No",32
48,1,0,"N","Yes",12
48,1,1,"N","Yes",28
48,1,0,"H","No",28
48,2,0,"N","No",32
48,2,0,"N","No",12
48,2,1,"H","Yes",16
48,3,1,"P","Yes",8
48,3,0,"H","Yes",28
48,3,0,"H","Yes",20
48,4,1,"H","No",8
48,4,0,"H","Yes",8
48,4,0,"P","Yes",24
48,5,1,"N","No",12
48,5,0,"H","Yes",8
48,5,0,"N","No",8
48,6,1,"H","Yes",32
48,6,0,"P","Yes",8
48,6,0,"H","No",20
48,7,1,"N","Yes",28
48,7,0,"H","No",20
48,7,0,"H","No",8
48,8,0,"P","Yes",24
48,8,0,"P","No",32
48,8,1,"P","Yes",8
48,9,0,"P","No",32
48,9,0,"H","No",12
48,9,1,"N","Yes",8
48,10,0,"H","Yes",32
48,10,1,"N","No",24
48,10,0,"P","No",8
49,1,0,"H","Yes",20
49,1,1,"P","No",8
49,1,0,"H","No",12
49,2,0,"N","No",32
49,2,0,"N","Yes",24
49,2,1,"N","Yes",8
49,3,1,"N","No",16
49,3,0,"H","Yes",16
49,3,0,"P","Yes",16
49,4,0,"P","Yes",16
49,4,0,"N","Yes",16
49,4,1,"P","Yes",12
49,5,1,"H","Yes",16
49,5,0,"N","No",28
49,5,0,"H","Yes",20
49,6,0,"P","No",12
49,6,0,"N","Yes",8
49,6,1,"N","Yes",16
49,7,0,"H","Yes",32
49,7,1,"H","No",20
49,7,0,"H","Yes",16
49,8,0,"H","No",20
49,8,1,"P","Yes",28
49,8,0,"N","No",16
49,9,0,"P","Yes",24
49,9,1,"P","Yes",16
49,9,0,"P","Yes",12
49,10,0,"N","Yes",28
49,10,0,"N","No",12
49,10,1,"N","Yes",20
50,1,0,"H","No",12
50,1,0,"H","No",16
50,1,1,"H","No",8
50,2,0,"N","Yes",28
50,2,1,"H","No",20
50,2,0,"H","Yes",28
50,3,0,"H","No",8
50,3,0,"N","No",32
50,3,1,"H","Yes",20
50,4,0,"H","Yes",16
50,4,1,"P","Yes",12
50,4,0,"N","No",20
50,5,0,"P","Yes",12
50,5,1,"P","Yes",20
50,5,0,"H","No",28
50,6,0,"N","Yes",28
50,6,1,"N","No",16
50,6,0,"N","No",12
50,7,0,"P","Yes",8
50,7,1,"P","Yes",12
50,7,0,"P","No",20
50,8,1,"P","No",24
50,8,0,"N","Yes",28
50,8,0,"H","Yes",20
50,9,0,"H","Yes",16
50,9,0,"P","No",28
50,9,1,"P","Yes",28
50,10,0,"P","No",16
50,10,1,"N","No",12
50,10,0,"P","Yes",20
51,1,0,"H","No",28
51,1,0,"H","No",8
51,1,1,"P","No",8
51,2,0,"N","Yes",16
51,2,0,"N","No",20
51,2,1,"P","No",12
51,3,1,"H","Yes",8
51,3,0,"P","No",8
51,3,0,"N","No",8
51,4,0,"P","No",8
51,4,1,"H","No",16
51,4,0,"H","No",20
51,5,0,"P","No",24
51,5,0,"P","No",12
51,5,1,"N","Yes",28
51,6,0,"P","Yes",32
51,6,1,"N","Yes",8
51,6,0,"H","No",8
51,7,1,"H","No",16
51,7,0,"N","No",20
51,7,0,"H","No",24
51,8,0,"P","No",24
51,8,1,"N","No",12
51,8,0,"N","Yes",12
51,9,0,"P","No",20
51,9,1,"N","No",32
51,9,0,"P","No",28
51,10,0,"P","Yes",8
51,10,0,"H","No",24
51,10,1,"N","Yes",8
52,1,0,"H","No",32
52,1,1,"P","Yes",20
52,1,0,"N","Yes",32
52,2,0,"N","Yes",8
52,2,1,"H","Yes",12
52,2,0,"N","Yes",28
52,3,1,"P","No",12
52,3,0,"P","Yes",28
52,3,0,"N","No",8
52,4,1,"N","Yes",24
52,4,0,"H","Yes",24
52,4,0,"N","No",16
52,5,1,"H","No",16
52,5,0,"N","No",28
52,5,0,"H","No",32
52,6,0,"P","No",32
52,6,1,"P","No",28
52,6,0,"P","Yes",32
52,7,0,"H","Yes",24
52,7,0,"P","No",32
52,7,1,"N","No",8
52,8,1,"N","Yes",8
52,8,0,"H","Yes",28
52,8,0,"P","Yes",24
52,9,0,"P","No",24
52,9,0,"P","Yes",24
52,9,1,"H","No",12
52,10,1,"P","No",12
52,10,0,"H","Yes",16
52,10,0,"N","No",24
53,1,0,"P","No",20
53,1,1,"P","No",8
53,1,0,"H","Yes",24
53,2,0,"H","No",16
53,2,0,"P","No",28
53,2,1,"N","No",20
53,3,1,"H","Yes",8
53,3,0,"P","No",8
53,3,0,"H","No",16
53,4,0,"N","Yes",32
53,4,1,"H","Yes",8
53,4,0,"N","No",32
53,5,1,"N","Yes",16
53,5,0,"N","Yes",20
53,5,0,"H","No",28
53,6,0,"P","No",16
53,6,1,"N","No",8
53,6,0,"P","No",20
53,7,1,"P","No",12
53,7,0,"P","No",8
53,7,0,"H","No",12
53,8,0,"P","Yes",16
53,8,0,"P","No",16
53,8,1,"N","Yes",12
53,9,0,"H","Yes",8
53,9,0,"H","Yes",12
53,9,1,"P","No",12
53,10,0,"H","No",28
53,10,1,"P","Yes",24
53,10,0,"P","No",28
54,1,0,"N","Yes",24
54,1,0,"N","Yes",16
54,1,1,"H","No",16
54,2,1,"N","No",16
54,2,0,"H","Yes",16
54,2,0,"N","Yes",28
54,3,1,"N","Yes",32
54,3,0,"N","Yes",12
54,3,0,"N","Yes",28
54,4,0,"H","No",32
54,4,0,"N","Yes",32
54,4,1,"N","No",16
54,5,0,"H","Yes",12
54,5,0,"N","Yes",8
54,5,1,"N","Yes",24
54,6,1,"N","No",24
54,6,0,"P","Yes",32
54,6,0,"N","No",28
54,7,0,"P","No",12
54,7,0,"P","No",8
54,7,1,"H","No",20
54,8,0,"P","No",24
54,8,0,"P","Yes",12
54,8,1,"H","Yes",8
54,9,0,"H","Yes",16
54,9,0,"H","No",32
54,9,1,"H","Yes",8
54,10,0,"N","Yes",16
54,10,1,"P","Yes",8
54,10,0,"P","Yes",32
55,1,0,"P","No",28
55,1,0,"P","Yes",28
55,1,1,"P","No",24
55,2,0,"H","No",12
55,2,0,"H","No",16
55,2,1,"N","No",8
55,3,0,"N","Yes",28
55,3,1,"P","Yes",16
55,3,0,"P","Yes",12
55,4,0,"H","No",32
55,4,0,"N","Yes",20
55,4,1,"P","No",16
55,5,0,"N","No",32
55,5,0,"P","No",28
55,5,1,"H","Yes",24
55,6,1,"H","Yes",8
55,6,0,"H","No",20
55,6,0,"P","Yes",8
55,7,1,"H","No",24
55,7,0,"H","Yes",20
55,7,0,"H","Yes",12
55,8,1,"P","No",16
55,8,0,"P","No",32
55,8,0,"P","No",28
55,9,0,"P","Yes",32
55,9,1,"N","No",12
55,9,0,"H","Yes",32
55,10,0,"H","No",24
55,10,0,"H","Yes",20
55,10,1,"H","No",28
56,1,1,"H","No",12
56,1,0,"N","Yes",12
56,1,0,"H","Yes",20
56,2,0,"H","Yes",24
56,2,0,"P","Yes",32
56,2,1,"N","No",24
56,3,0,"P","Yes",32
56,3,1,"P","Yes",24
56,3,0,"H","No",32
56,4,0,"N","No",32
56,4,0,"P","No",24
56,4,1,"P","No",20
56,5,0,"N","No",8
56,5,1,"H","No",12
56,5,0,"H","No",16
56,6,1,"H","No",24
56,6,0,"H","Yes",28
56,6,0,"P","Yes",32
56,7,0,"H","Yes",28
56,7,0,"H","No",20
56,7,1,"N","No",28
56,8,0,"H","No",24
56,8,1,"P","Yes",12
56,8,0,"P","No",24
56,9,0,"P","Yes",16
56,9,1,"N","No",8
56,9,0,"P","Yes",24
56,10,1,"P","No",16
56,10,0,"N","No",12
56,10,0,"N","Yes",8
57,1,0,"H","Yes",16
57,1,1,"N","No",24
57,1,0,"P","Yes",32
57,2,0,"P","Yes",20
57,2,1,"N","Yes",12
57,2,0,"P","Yes",28
57,3,1,"P","Yes",28
57,3,0,"H","Yes",32
57,3,0,"H","No",28
57,4,0,"P","No",28
57,4,0,"H","No",32
57,4,1,"P","No",8
57,5,1,"N","No",28
57,5,0,"H","No",16
57,5,0,"P","Yes",32
57,6,0,"P","No",20
57,6,1,"N","No",12
57,6,0,"H","No",16
57,7,1,"N","No",28
57,7,0,"H","Yes",28
57,7,0,"P","Yes",12
57,8,0,"H","No",28
57,8,0,"H","No",8
57,8,1,"N","Yes",16
57,9,0,"N","Yes",16
57,9,0,"H","Yes",32
57,9,1,"H","No",28
57,10,1,"N","No",28
57,10,0,"H","No",12
57,10,0,"H","Yes",12
58,1,1,"H","Yes",12
58,1,0,"N","No",32
58,1,0,"N","Yes",24
58,2,0,"N","No",28
58,2,0,"N","Yes",32
58,2,1,"P","Yes",8
58,3,0,"H","No",28
58,3,0,"P","Yes",20
58,3,1,"P","No",32
58,4,0,"N","No",16
58,4,1,"P","Yes",8
58,4,0,"H","No",32
58,5,1,"P","No",16
58,5,0,"H","Yes",12
58,5,0,"P","Yes",32
58,6,0,"N","Yes",24
58,6,1,"N","No",12
58,6,0,"P","Yes",24
58,7,0,"N","Yes",20
58,7,0,"N","No",32
58,7,1,"P","No",12
58,8,1,"H","Yes",8
58,8,0,"H","No",16
58,8,0,"P","No",32
58,9,0,"H","No",24
58,9,0,"N","No",8
58,9,1,"N","No",12
58,10,0,"H","Yes",20
58,10,0,"H","No",28
58,10,1,"P","Yes",12
59,1,0,"H","Yes",28
59,1,1,"N","No",28
59,1,0,"N","No",32
59,2,0,"P","Yes",28
59,2,0,"H","No",12
59,2,1,"N","Yes",32
59,3,0,"H","Yes",24
59,3,0,"H","No",12
59,3,1,"N","Yes",8
59,4,1,"N","No",16
59,4,0,"P","Yes",32
59,4,0,"N","Yes",32
59,5,0,"N","Yes",28
59,5,0,"H","Yes",16
59,5,1,"N","No",16
59,6,0,"H","No",28
59,6,0,"P","Yes",28
59,6,1,"N","No",8
59,7,0,"P","No",24
59,7,0,"H","No",28
59,7,1,"N","No",32
59,8,0,"H","No",12
59,8,0,"P","No",24
59,8,1,"N","Yes",8
59,9,0,"N","No",24
59,9,0,"P","Yes",8
59,9,1,"P","Yes",12
59,10,0,"P","Yes",32
59,10,0,"H","No",28
59,10,1,"N","Yes",12
60,1,0,"P","Yes",20
60,1,1,"N","No",16
60,1,0,"H","No",20
60,2,0,"H","Yes",8
60,2,1,"H","No",8
60,2,0,"N","No",16
60,3,1,"H","No",8
60,3,0,"P","No",20
60,3,0,"H","Yes",20
60,4,0,"H","Yes",24
60,4,1,"H","No",24
60,4,0,"P","No",32
60,5,0,"N","Yes",8
60,5,0,"P","Yes",28
60,5,1,"N","No",12
60,6,0,"P","Yes",16
60,6,1,"N","Yes",8
60,6,0,"H","Yes",32
60,7,0,"P","No",24
60,7,0,"H","Yes",24
60,7,1,"P","No",8
60,8,0,"N","No",32
60,8,0,"P","Yes",28
60,8,1,"N","Yes",12
60,9,0,"N","No",28
60,9,1,"N","Yes",8
60,9,0,"N","Yes",32
60,10,0,"N","Yes",16
60,10,1,"P","No",16
60,10,0,"P","No",12
61,1,0,"N","No",12
61,1,0,"P","Yes",16
61,1,1,"H","No",12
61,2,1,"N","No",8
61,2,0,"H","Yes",24
61,2,0,"H","No",28
61,3,1,"H","No",12
61,3,0,"H","Yes",12
61,3,0,"N","No",16
61,4,0,"N","Yes",16
61,4,1,"N","Yes",12
61,4,0,"H","Yes",8
61,5,0,"H","No",20
61,5,1,"P","Yes",20
61,5,0,"N","No",16
61,6,0,"N","Yes",32
61,6,1,"N","No",16
61,6,0,"P","No",28
61,7,1,"P","No",16
61,7,0,"N","No",20
61,7,0,"N","Yes",32
61,8,0,"N","Yes",16
61,8,0,"N","Yes",32
61,8,1,"N","Yes",8
61,9,0,"N","Yes",28
61,9,1,"H","No",24
61,9,0,"N","No",28
61,10,1,"H","Yes",8
61,10,0,"P","No",8
61,10,0,"N","Yes",16
62,1,1,"N","No",12
62,1,0,"N","Yes",24
62,1,0,"P","Yes",20
62,2,0,"H","Yes",32
62,2,0,"H","Yes",8
62,2,1,"H","No",20
62,3,1,"N","Yes",20
62,3,0,"N","Yes",12
62,3,0,"N","No",24
62,4,0,"H","No",32
62,4,0,"H","Yes",28
62,4,1,"H","No",28
62,5,0,"H","Yes",12
62,5,1,"P","No",8
62,5,0,"N","Yes",12
62,6,0,"P","Yes",8
62,6,1,"N","Yes",8
62,6,0,"N","Yes",28
62,7,1,"N","No",8
62,7,0,"H","No",28
62,7,0,"N","No",28
62,8,0,"N","No",32
62,8,0,"P","No",28
62,8,1,"P","Yes",20
62,9,1,"N","No",16
62,9,0,"N","No",28
62,9,0,"P","Yes",12
62,10,0,"N","Yes",28
62,10,0,"P","No",20
62,10,1,"P","Yes",8
63,1,1,"H","Yes",16
63,1,0,"H","Yes",32
63,1,0,"H","No",20
63,2,0,"H","No",32
63,2,0,"H","Yes",32
63,2,1,"N","No",24
63,3,0,"P","No",28
63,3,0,"H","No",16
63,3,1,"P","Yes",16
63,4,1,"N","Yes",28
63,4,0,"H","Yes",8
63,4,0,"N","No",28
63,5,1,"N","No",16
63,5,0,"P","No",28
63,5,0,"H","No",28
63,6,0,"P","No",16
63,6,0,"H","Yes",20
63,6,1,"P","Yes",16
63,7,0,"P","Yes",28
63,7,0,"N","Yes",32
63,7,1,"H","No",24
63,8,1,"P","No",12
63,8,0,"N","Yes",8
63,8,0,"H","Yes",12
63,9,0,"N","No",20
63,9,0,"P","No",32
63,9,1,"H","No",24
63,10,1,"P","No",28
63,10,0,"P","Yes",12
63,10,0,"N","Yes",8
64,1,0,"H","Yes",32
64,1,1,"P","No",24
64,1,0,"N","No",20
64,2,1,"H","No",24
64,2,0,"N","Yes",32
64,2,0,"N","Yes",28
64,3,0,"P","Yes",24
64,3,0,"H","No",32
64,3,1,"N","No",32
64,4,0,"H","Yes",20
64,4,0,"P","Yes",16
64,4,1,"N","No",16
64,5,0,"P","Yes",16
64,5,0,"P","Yes",24
64,5,1,"P","No",16
64,6,0,"P","Yes",20
64,6,1,"P","Yes",8
64,6,0,"N","No",16
64,7,0,"P","No",32
64,7,1,"H","No",20
64,7,0,"P","No",24
64,8,0,"P","No",24
64,8,1,"H","Yes",24
64,8,0,"N","No",24
64,9,0,"H","No",16
64,9,0,"N","No",28
64,9,1,"N","No",8
64,10,0,"N","No",8
64,10,1,"H","No",12
64,10,0,"P","No",24
65,1,0,"H","Yes",32
65,1,0,"H","Yes",24
65,1,1,"H","No",24
65,2,1,"P","Yes",8
65,2,0,"P","Yes",28
65,2,0,"H","No",8
65,3,0,"H","No",20
65,3,0,"H","Yes",32
65,3,1,"P","Yes",16
65,4,0,"H","No",32
65,4,0,"N","Yes",20
65,4,1,"P","Yes",16
65,5,0,"H","Yes",28
65,5,1,"P","No",20
65,5,0,"N","Yes",28
65,6,1,"P","No",24
65,6,0,"H","No",24
65,6,0,"P","No",16
65,7,1,"N","No",8
65,7,0,"N","Yes",12
65,7,0,"P","Yes",8
65,8,1,"N","No",16
65,8,0,"P","Yes",28
65,8,0,"H","Yes",32
65,9,0,"H","Yes",32
65,9,0,"H","No",28
65,9,1,"P","No",28
65,10,1,"N","No",8
65,10,0,"H","Yes",24
65,10,0,"N","No",16
66,1,1,"H","Yes",20
66,1,0,"H","No",24
66,1,0,"N","No",12
66,2,1,"N","No",12
66,2,0,"N","No",8
66,2,0,"H","No",20
66,3,0,"H","No",28
66,3,0,"H","Yes",28
66,3,1,"P","Yes",16
66,4,0,"P","No",20
66,4,1,"P","Yes",8
66,4,0,"H","No",28
66,5,0,"H","Yes",24
66,5,0,"H","Yes",20
66,5,1,"P","No",20
66,6,0,"P","Yes",12
66,6,1,"P","Yes",8
66,6,0,"P","No",16
66,7,0,"H","Yes",28
66,7,1,"N","No",12
66,7,0,"N","Yes",20
66,8,0,"H","Yes",28
66,8,0,"H","No",16
66,8,1,"N","No",8
66,9,0,"H","No",32
66,9,0,"P","Yes",28
66,9,1,"P","No",32
66,10,1,"N","Yes",8
66,10,0,"N","No",32
66,10,0,"N","Yes",20
67,1,1,"P","No",20
67,1,0,"H","Yes",28
67,1,0,"N","No",12
67,2,0,"P","Yes",32
67,2,0,"P","No",20
67,2,1,"N","No",20
67,3,1,"N","No",12
67,3,0,"H","No",24
67,3,0,"H","Yes",20
67,4,1,"H","No",12
67,4,0,"H","No",8
67,4,0,"P","No",8
67,5,0,"H","Yes",12
67,5,1,"N","No",24
67,5,0,"N","Yes",8
67,6,1,"P","Yes",24
67,6,0,"P","Yes",20
67,6,0,"P","Yes",32
67,7,1,"P","Yes",20
67,7,0,"H","Yes",32
67,7,0,"P","Yes",16
