"","id","days","last_scraped","host_since","room_type","bathrooms","bedrooms","price","number_of_reviews","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable"
"9962",4829528,1305,"4/3/2017","9/6/2013","Entire home/apt",1,0,175,88,9,9,9,"f"
"9963",4829779,1899,"4/2/2017","1/20/2012","Private room",2,1,80,1,10,10,10,"f"
"9964",4830154,840,"4/3/2017","12/15/2014","Private room",1,1,45,0,NA,NA,NA,"f"
"9965",4830158,936,"4/3/2017","9/10/2014","Entire home/apt",1,1,99,0,NA,NA,NA,"f"
"9966",4830213,923,"4/3/2017","9/23/2014","Entire home/apt",1,1,72,7,9,9,10,"f"
"9967",4830494,1770,"4/3/2017","5/29/2012","Entire home/apt",1,0,110,6,10,9,10,"f"
"9968",4830561,868,"4/3/2017","11/17/2014","Entire home/apt",1,1,225,0,NA,NA,NA,"f"
"9969",4830799,1651,"4/3/2017","9/25/2012","Private room",1,1,85,29,9,9,9,"f"
"9970",4830902,840,"4/3/2017","12/15/2014","Private room",1,1,55,9,7,7,8,"t"
"9971",4831071,1119,"4/2/2017","3/10/2014","Private room",1.5,1,65,4,7,10,9,"f"
"9972",4831130,840,"4/3/2017","12/15/2014","Entire home/apt",1,1,285,14,9,9,10,"f"
"9973",4831603,840,"4/3/2017","12/15/2014","Entire home/apt",1,1,225,0,NA,NA,NA,"f"
"9974",4831703,847,"4/3/2017","12/8/2014","Entire home/apt",1,2,150,3,7,9,6,"f"
"9975",4831965,1031,"4/3/2017","6/7/2014","Entire home/apt",1,1,250,11,10,10,10,"f"
"9976",4832126,1401,"4/3/2017","6/2/2013","Private room",1,1,65,6,10,10,10,"f"
"9977",4832625,1539,"4/3/2017","1/15/2013","Entire home/apt",2,2,110,0,NA,NA,NA,"f"
"9978",4832939,1600,"4/3/2017","11/15/2012","Entire home/apt",1,3,449,39,10,10,9,"t"
"9979",4833145,851,"4/2/2017","12/3/2014","Entire home/apt",1,1,100,5,8,9,10,"f"
"9980",4833294,840,"4/3/2017","12/15/2014","Private room",1,1,180,0,NA,NA,NA,"f"
"9981",4833305,839,"4/2/2017","12/15/2014","Entire home/apt",1,0,115,7,8,10,8,"t"
"9982",4833414,1322,"4/3/2017","8/20/2013","Entire home/apt",1,1,165,25,9,10,9,"f"
"9983",4833671,962,"4/2/2017","8/14/2014","Private room",1,1,65,2,10,10,10,"f"
"9984",4833758,2152,"4/3/2017","5/13/2011","Entire home/apt",1,1,150,0,NA,NA,NA,"f"
"9985",4836986,839,"4/3/2017","12/16/2014","Private room",1,1,80,31,10,10,9,"f"
"9986",4837318,1209,"4/3/2017","12/11/2013","Entire home/apt",1,1,175,0,NA,NA,NA,"f"
"9987",4837813,838,"4/2/2017","12/16/2014","Private room",1,1,50,1,10,10,10,"f"
"9988",4837865,969,"4/2/2017","8/7/2014","Private room",1,1,100,17,10,10,10,"f"
"9989",4837935,839,"4/3/2017","12/16/2014","Entire home/apt",1,1,175,0,NA,NA,NA,"f"
"9990",4838124,1551,"4/3/2017","1/3/2013","Entire home/apt",1,0,225,3,9,10,9,"f"
"9991",4838260,956,"4/3/2017","8/21/2014","Private room",1,1,100,1,8,8,8,"f"
"9992",4839016,839,"4/3/2017","12/16/2014","Private room",2,1,150,1,8,10,8,"f"
"9993",4839357,2082,"4/3/2017","7/22/2011","Private room",2,1,40,0,NA,NA,NA,"f"
"9994",4839805,1418,"4/3/2017","5/16/2013","Private room",1,1,200,2,7,10,9,"f"
"9995",4839932,839,"4/3/2017","12/16/2014","Entire home/apt",1,1,122,5,10,10,10,"f"
"9996",4840072,2168,"4/3/2017","4/27/2011","Entire home/apt",1,1,130,6,10,10,10,"f"
"9997",4840176,838,"4/2/2017","12/16/2014","Private room",1,1,55,8,8,9,9,"t"
"9998",4840211,841,"4/3/2017","12/14/2014","Private room",1,1,200,0,NA,NA,NA,"f"
"9999",4840381,1128,"4/3/2017","3/2/2014","Entire home/apt",1,2,50,1,10,10,10,"f"
"10000",4840794,841,"4/3/2017","12/14/2014","Entire home/apt",1,1,160,5,9,10,10,"f"
"10001",4840841,1590,"4/3/2017","11/25/2012","Entire home/apt",1,1,200,0,NA,NA,NA,"f"
"10002",4840977,838,"4/2/2017","12/16/2014","Entire home/apt",1,2,300,0,NA,NA,NA,"f"
"10003",4841187,1069,"4/3/2017","4/30/2014","Entire home/apt",1,1,175,6,9,10,9,"f"
"10004",4841257,1516,"4/2/2017","2/6/2013","Private room",1,1,70,5,9,9,9,"f"
"10005",4841431,839,"4/3/2017","12/16/2014","Entire home/apt",1,1,139,44,10,9,9,"t"
"10006",4841636,1085,"4/2/2017","4/13/2014","Entire home/apt",1.5,4,200,2,10,9,10,"t"
"10007",4842054,839,"4/3/2017","12/16/2014","Private room",1,1,55,13,9,9,9,"f"
"10008",4842150,1788,"4/3/2017","5/11/2012","Entire home/apt",1,1,144,2,10,10,10,"f"
"10009",4842507,1386,"4/3/2017","6/17/2013","Private room",2,1,150,0,NA,NA,NA,"f"
"10010",4844329,1324,"4/3/2017","8/18/2013","Entire home/apt",1,1,125,3,9,9,10,"f"
"10011",4844781,1228,"4/3/2017","11/22/2013","Entire home/apt",2,2,350,16,8,9,8,"f"
"10012",4845155,1308,"4/3/2017","9/3/2013","Private room",2,1,50,30,9,9,9,"f"
"10013",4846122,1613,"4/3/2017","11/2/2012","Private room",1,1,85,3,10,10,10,"f"
"10014",4846138,838,"4/3/2017","12/17/2014","Entire home/apt",1,1,320,0,NA,NA,NA,"f"
"10015",4846449,1414,"4/3/2017","5/20/2013","Private room",1,1,81,77,9,9,9,"t"
"10016",4846846,1449,"4/3/2017","4/15/2013","Entire home/apt",1,1,309,6,9,10,9,"f"
"10017",4846877,1401,"4/3/2017","6/2/2013","Private room",1,1,65,1,8,10,10,"f"
"10018",4847312,838,"4/3/2017","12/17/2014","Private room",1.5,1,175,0,NA,NA,NA,"f"
"10019",4847616,1323,"4/3/2017","8/19/2013","Entire home/apt",1,0,300,0,NA,NA,NA,"f"
"10020",4847624,892,"4/3/2017","10/24/2014","Entire home/apt",1,1,130,1,10,10,10,"f"
"10021",4847648,2467,"4/3/2017","7/2/2010","Entire home/apt",2,3,240,7,8,10,8,"f"
"10022",4847666,968,"4/3/2017","8/9/2014","Private room",1,1,50,0,NA,NA,NA,"t"
"10023",4847855,838,"4/3/2017","12/17/2014","Private room",1,1,400,0,NA,NA,NA,"f"
"10024",4848397,1330,"4/3/2017","8/12/2013","Private room",1,1,149,10,7,10,9,"f"
"10025",4848500,1390,"4/3/2017","6/13/2013","Entire home/apt",1,2,120,0,NA,NA,NA,"f"
"10026",4848854,838,"4/3/2017","12/17/2014","Entire home/apt",1,1,109,22,9,10,10,"f"
"10027",4849173,1778,"4/3/2017","5/21/2012","Entire home/apt",1,0,150,0,NA,NA,NA,"f"
"10028",4849266,838,"4/3/2017","12/17/2014","Private room",1,1,50,0,NA,NA,NA,"f"
"10029",4849378,1611,"4/3/2017","11/4/2012","Private room",1,1,65,49,9,8,9,"t"
"10030",4849390,932,"4/3/2017","9/14/2014","Entire home/apt",1,1,49,39,8,7,8,"f"
"10031",4849429,838,"4/3/2017","12/17/2014","Entire home/apt",1.5,3,575,0,NA,NA,NA,"f"
"10032",4849511,1132,"4/3/2017","2/26/2014","Private room",1,1,149,83,10,10,10,"f"
"10033",4849641,838,"4/3/2017","12/17/2014","Entire home/apt",1,1,100,44,9,9,9,"f"
"10034",4849703,934,"4/2/2017","9/11/2014","Entire home/apt",1,1,88,2,10,9,10,"f"
"10035",4849864,1773,"4/2/2017","5/25/2012","Entire home/apt",1,0,112,5,8,10,9,"f"
"10036",4849994,978,"4/2/2017","7/29/2014","Shared room",1,1,28,6,7,9,9,"f"
"10037",4850000,909,"4/2/2017","10/6/2014","Private room",1,1,65,0,NA,NA,NA,"f"
"10038",4853011,836,"4/2/2017","12/18/2014","Entire home/apt",1,1,98,17,9,8,9,"t"
"10039",4853287,873,"4/2/2017","11/11/2014","Entire home/apt",1,1,120,0,NA,NA,NA,"f"
"10040",4853365,2225,"4/2/2017","2/28/2011","Entire home/apt",2,2,70,9,10,9,10,"f"
"10041",4853437,839,"4/2/2017","12/15/2014","Private room",1,1,75,0,NA,NA,NA,"f"
"10042",4853563,2027,"4/2/2017","9/14/2011","Entire home/apt",1,1,115,13,9,9,9,"f"
"10043",4853647,1433,"4/2/2017","4/30/2013","Entire home/apt",1,0,99,46,10,9,9,"f"
"10044",4853870,1182,"4/2/2017","1/6/2014","Entire home/apt",1,2,275,0,NA,NA,NA,"f"
"10045",4854417,836,"4/2/2017","12/18/2014","Entire home/apt",1,3,210,4,9,10,9,"f"
"10046",4854552,836,"4/2/2017","12/18/2014","Private room",1,1,600,0,NA,NA,NA,"f"
"10047",4854870,1423,"4/2/2017","5/10/2013","Private room",1,1,119,32,9,10,9,"f"
"10048",4855248,944,"4/2/2017","9/1/2014","Entire home/apt",1,1,148,6,9,10,10,"f"
"10049",4855303,1613,"4/2/2017","11/1/2012","Entire home/apt",1,1,300,0,NA,NA,NA,"f"
"10050",4855612,851,"4/2/2017","12/3/2014","Entire home/apt",1,1,60,1,10,8,10,"t"
"10051",4855814,1508,"4/2/2017","2/14/2013","Entire home/apt",1,1,205,16,9,10,9,"f"
"10052",4855835,1792,"4/2/2017","5/6/2012","Entire home/apt",1,1,125,7,8,9,9,"f"
"10053",4855953,836,"4/2/2017","12/18/2014","Private room",1,1,60,8,10,10,10,"f"
"10054",4856222,963,"4/2/2017","8/13/2014","Entire home/apt",1,2,205,29,8,9,8,"f"
"10055",4856373,836,"4/2/2017","12/18/2014","Private room",1,1,65,89,8,9,9,"f"
"10056",4856488,1734,"4/2/2017","7/3/2012","Private room",1,1,75,79,10,9,9,"t"
"10057",4856693,836,"4/2/2017","12/18/2014","Private room",2,1,450,0,NA,NA,NA,"f"
"10058",4857038,1713,"4/2/2017","7/24/2012","Private room",1,1,80,0,NA,NA,NA,"f"
"10059",4857055,836,"4/2/2017","12/18/2014","Private room",1,1,70,3,8,9,9,"f"
"10060",4857075,1582,"4/2/2017","12/2/2012","Entire home/apt",1,2,139,4,9,9,9,"f"
"10061",4857614,858,"4/2/2017","11/26/2014","Private room",1,1,90,25,9,9,9,"f"
"10062",4857619,976,"4/3/2017","8/1/2014","Entire home/apt",1,1,145,3,9,9,9,"f"
"10063",4858305,835,"4/2/2017","12/19/2014","Entire home/apt",1,1,350,0,NA,NA,NA,"f"
"10064",4859407,2400,"4/2/2017","9/6/2010","Entire home/apt",1,1,90,68,10,9,9,"f"
"10065",4859716,1673,"4/2/2017","9/2/2012","Private room",1,1,130,0,NA,NA,NA,"f"
"10066",4859903,1057,"4/2/2017","5/11/2014","Entire home/apt",1,1,300,22,9,10,9,"f"
"10067",4860430,835,"4/2/2017","12/19/2014","Private room",1,1,90,52,9,10,9,"f"
"10068",4860650,835,"4/2/2017","12/19/2014","Entire home/apt",1,1,160,38,10,10,10,"t"
"10069",4860876,1768,"4/2/2017","5/30/2012","Entire home/apt",1,2,295,33,9,10,10,"f"
"10070",4860951,1290,"4/2/2017","9/20/2013","Private room",1,1,125,1,NA,NA,NA,"f"
"10071",4860988,1319,"4/2/2017","8/22/2013","Private room",1,1,80,0,NA,NA,NA,"f"
"10072",4861046,1364,"4/2/2017","7/8/2013","Entire home/apt",1,1,125,0,NA,NA,NA,"f"
"10073",4861264,1672,"4/2/2017","9/3/2012","Private room",1,1,225,14,9,10,9,"f"
"10074",4861859,835,"4/2/2017","12/19/2014","Private room",1,1,45,19,9,8,9,"f"
"10075",4862061,835,"4/2/2017","12/19/2014","Private room",1,1,50,72,9,10,9,"f"
"10076",4862095,2589,"4/2/2017","3/1/2010","Entire home/apt",1.5,2,120,0,NA,NA,NA,"f"
"10077",4862476,835,"4/2/2017","12/19/2014","Private room",1,1,40,1,10,10,10,"f"
"10078",4863176,835,"4/2/2017","12/19/2014","Private room",1,1,75,5,10,10,10,"f"
"10079",4864105,1364,"4/2/2017","7/8/2013","Entire home/apt",1,1,160,1,NA,NA,NA,"f"
"10080",4864856,834,"4/2/2017","12/20/2014","Private room",1,1,80,0,NA,NA,NA,"f"
"10081",4865377,1170,"4/3/2017","1/19/2014","Entire home/apt",1,0,120,0,NA,NA,NA,"f"
"10082",4865387,1382,"4/2/2017","6/20/2013","Entire home/apt",1,1,72,3,9,9,10,"f"
"10083",4865641,1954,"4/2/2017","11/26/2011","Private room",1,1,80,5,9,10,10,"f"
"10084",4865749,834,"4/2/2017","12/20/2014","Entire home/apt",1,1,95,2,8,10,9,"f"
"10085",4866285,1203,"4/2/2017","12/16/2013","Private room",1,1,57,5,9,10,10,"f"
"10086",4866426,1787,"4/2/2017","5/11/2012","Private room",1,1,79,80,10,10,10,"f"
"10087",4866620,1997,"4/2/2017","10/14/2011","Private room",1,1,96,30,9,9,9,"t"
"10088",4867016,1840,"4/2/2017","3/19/2012","Private room",1,1,70,2,9,7,8,"f"
"10089",4867042,834,"4/2/2017","12/20/2014","Entire home/apt",1,1,119,32,9,8,9,"f"
"10090",4867749,1519,"4/2/2017","2/3/2013","Entire home/apt",1,1,225,0,NA,NA,NA,"f"
"10091",4867851,1769,"4/2/2017","5/29/2012","Entire home/apt",1,0,180,0,NA,NA,NA,"f"
"10092",4867876,834,"4/2/2017","12/20/2014","Private room",1,1,70,10,7,9,9,"f"
"10093",4868048,1056,"4/2/2017","5/12/2014","Private room",1,1,60,0,NA,NA,NA,"f"
"10094",4868084,834,"4/2/2017","12/20/2014","Private room",1.5,1,35,2,7,10,8,"f"
"10095",4868150,1684,"4/2/2017","8/22/2012","Private room",1,1,180,7,10,10,10,"f"
"10096",4868257,834,"4/2/2017","12/20/2014","Private room",1,1,42,1,NA,8,10,"f"
"10097",4868434,834,"4/2/2017","12/20/2014","Entire home/apt",1,2,110,15,8,8,9,"f"
"10098",4868571,834,"4/2/2017","12/20/2014","Private room",1,1,68,0,NA,NA,NA,"f"
"10099",4869988,1934,"4/2/2017","12/16/2011","Private room",1,1,105,29,10,9,10,"f"
"10100",4870239,833,"4/2/2017","12/21/2014","Entire home/apt",1,2,100,6,10,10,10,"f"
"10101",4871966,1628,"4/2/2017","10/17/2012","Entire home/apt",1,1,210,9,9,9,9,"f"
"10102",4872295,1163,"4/2/2017","1/25/2014","Entire home/apt",1,0,180,18,8,10,8,"f"
"10103",4872465,833,"4/2/2017","12/21/2014","Shared room",1,1,30,1,10,8,10,"f"
"10104",4872499,1416,"4/2/2017","5/17/2013","Private room",1,1,65,0,NA,NA,NA,"f"
"10105",4872824,870,"4/2/2017","11/14/2014","Private room",1,1,65,12,8,9,9,"f"
"10106",4873207,1128,"4/2/2017","3/1/2014","Entire home/apt",1,1,125,0,NA,NA,NA,"f"
"10107",4873690,1538,"4/2/2017","1/15/2013","Private room",1,1,89,51,9,9,9,"f"
"10108",4873699,893,"4/2/2017","10/22/2014","Entire home/apt",1,1,140,0,NA,NA,NA,"f"
"10109",4873845,2084,"4/2/2017","7/19/2011","Entire home/apt",1,0,150,2,8,9,10,"f"
"10110",4874176,1439,"4/2/2017","4/24/2013","Private room",1,1,75,22,10,9,9,"f"
"10111",4874206,1576,"4/3/2017","12/9/2012","Private room",1,1,102,0,NA,NA,NA,"f"
"10112",4874363,833,"4/2/2017","12/21/2014","Private room",1,1,99,31,9,10,8,"f"
"10113",4874519,1416,"4/2/2017","5/17/2013","Private room",1,1,69,0,NA,NA,NA,"f"
"10114",4874722,833,"4/2/2017","12/21/2014","Private room",1,1,70,3,10,9,9,"f"
"10115",4874735,2177,"4/3/2017","4/18/2011","Entire home/apt",1,1,275,0,NA,NA,NA,"f"
"10116",4874958,833,"4/2/2017","12/21/2014","Entire home/apt",1,2,390,4,2,5,3,"f"
"10117",4875849,832,"4/2/2017","12/22/2014","Private room",1,1,55,25,9,9,9,"f"
"10118",4877884,832,"4/2/2017","12/22/2014","Entire home/apt",1,3,145,113,9,8,9,"t"
"10119",4878481,1225,"4/2/2017","11/24/2013","Entire home/apt",1,1,185,24,10,10,10,"f"
"10120",4878501,991,"4/2/2017","7/16/2014","Private room",1,1,50,16,8,10,9,"f"
"10121",4878737,915,"4/2/2017","9/30/2014","Private room",1,1,49,7,9,10,9,"f"
"10122",4879363,833,"4/3/2017","12/22/2014","Private room",1,1,65,0,NA,NA,NA,"t"
"10123",4879530,832,"4/2/2017","12/22/2014","Entire home/apt",1,1,125,0,NA,NA,NA,"f"
"10124",4879728,1096,"4/2/2017","4/2/2014","Private room",1,1,53,3,8,10,10,"f"
"10125",4879911,1945,"4/2/2017","12/5/2011","Private room",1,1,100,2,6,10,10,"f"
"10126",4880277,990,"4/2/2017","7/17/2014","Private room",1,1,100,75,10,10,10,"f"
"10127",4880365,1483,"4/2/2017","3/11/2013","Private room",1,1,65,2,3,10,6,"f"
"10128",4880465,832,"4/2/2017","12/22/2014","Entire home/apt",1,1,125,29,9,8,8,"f"
"10129",4880542,2652,"4/2/2017","12/28/2009","Entire home/apt",1,1,215,2,9,10,10,"f"
"10130",4880811,1661,"4/2/2017","9/14/2012","Entire home/apt",1,1,200,49,9,10,9,"f"
"10131",4881017,877,"4/2/2017","11/7/2014","Entire home/apt",2,4,485,2,10,8,10,"f"
"10132",4881408,832,"4/2/2017","12/22/2014","Private room",1,1,100,6,8,8,9,"f"
"10133",4881420,832,"4/2/2017","12/22/2014","Entire home/apt",1,0,159,13,9,10,10,"f"
"10134",4881610,1817,"4/2/2017","4/11/2012","Entire home/apt",1,0,160,0,NA,NA,NA,"f"
"10135",4881950,832,"4/2/2017","12/22/2014","Private room",1,1,100,0,NA,NA,NA,"f"
"10136",4882405,2022,"4/2/2017","9/19/2011","Private room",1,1,225,50,9,10,9,"f"
"10137",4883238,831,"4/2/2017","12/23/2014","Entire home/apt",2,1,80,26,9,10,9,"f"
"10138",4884325,831,"4/2/2017","12/23/2014","Private room",1,1,120,14,10,10,10,"f"
"10139",4884601,1137,"4/2/2017","2/20/2014","Entire home/apt",1,1,225,0,NA,NA,NA,"f"
"10140",4885045,831,"4/2/2017","12/23/2014","Shared room",1,1,55,101,8,9,8,"f"
"10141",4885240,2414,"4/2/2017","8/23/2010","Entire home/apt",1,2,300,0,NA,NA,NA,"f"
"10142",4885569,1016,"4/2/2017","6/21/2014","Entire home/apt",1,1,180,15,9,10,10,"f"
"10143",4885721,1965,"4/2/2017","11/15/2011","Entire home/apt",1,1,264,3,10,10,8,"f"
"10144",4885832,1548,"4/2/2017","1/5/2013","Entire home/apt",1,1,250,3,8,10,4,"f"
"10145",4885975,919,"4/2/2017","9/26/2014","Private room",1,1,60,17,9,10,10,"f"
"10146",4886334,831,"4/2/2017","12/23/2014","Private room",1,1,120,0,NA,NA,NA,"f"
"10147",4886669,1031,"4/2/2017","6/6/2014","Private room",1,1,25,1,10,10,10,"f"
"10148",4886678,1772,"4/2/2017","5/26/2012","Private room",1,1,59,2,10,10,10,"f"
"10149",4887169,832,"4/3/2017","12/23/2014","Private room",2,1,55,14,9,9,9,"f"
"10150",4887246,2447,"4/2/2017","7/21/2010","Private room",1,1,100,29,9,9,9,"f"
"10151",4887250,1883,"4/2/2017","2/5/2012","Private room",1,1,95,73,9,9,9,"f"
"10152",4887417,2102,"4/2/2017","7/1/2011","Entire home/apt",1,2,225,16,9,9,9,"f"
"10153",4887473,836,"4/2/2017","12/18/2014","Private room",1,1,60,8,10,9,10,"f"
"10154",4887727,1684,"4/2/2017","8/22/2012","Entire home/apt",1,1,250,7,10,10,10,"f"
"10155",4888040,1010,"4/2/2017","6/27/2014","Private room",1,1,90,0,NA,NA,NA,"f"
"10156",4888311,832,"4/2/2017","12/22/2014","Private room",1,1,35,3,9,10,9,"f"
"10157",4889629,830,"4/2/2017","12/24/2014","Entire home/apt",1,0,110,7,6,9,9,"t"
"10158",4889948,997,"4/2/2017","7/10/2014","Private room",1,1,85,6,10,9,9,"f"
"10159",4890040,874,"4/2/2017","11/10/2014","Private room",1,1,47,12,10,9,9,"f"
"10160",4890335,1338,"4/2/2017","8/3/2013","Private room",1,1,60,1,10,10,10,"f"
"10161",4890356,830,"4/2/2017","12/24/2014","Entire home/apt",1,2,250,0,NA,NA,NA,"f"
"10162",4890726,830,"4/2/2017","12/24/2014","Entire home/apt",1,1,200,6,9,10,10,"f"
"10163",4890995,1856,"4/2/2017","3/3/2012","Private room",1,1,79,23,10,10,10,"f"
"10164",4891172,1071,"4/2/2017","4/27/2014","Entire home/apt",1,1,109,0,NA,NA,NA,"f"
"10165",4891441,1676,"4/2/2017","8/30/2012","Entire home/apt",2,3,300,141,10,9,9,"f"
"10166",4891477,1416,"4/2/2017","5/17/2013","Private room",1,1,55,0,NA,NA,NA,"f"
"10167",4891616,830,"4/2/2017","12/24/2014","Entire home/apt",1,1,70,1,10,10,10,"f"
"10168",4891646,1190,"4/2/2017","12/29/2013","Private room",1,1,90,1,NA,NA,NA,"f"
"10169",4891691,831,"4/3/2017","12/24/2014","Private room",2,1,86,2,9,10,10,"f"
"10170",4891701,830,"4/2/2017","12/24/2014","Entire home/apt",1,2,129,3,9,8,8,"f"
"10171",4894009,1277,"4/2/2017","10/3/2013","Entire home/apt",1,1,80,4,9,10,10,"f"
"10172",4894656,1245,"4/2/2017","11/4/2013","Private room",1,1,40,0,NA,NA,NA,"f"
"10173",4895906,1033,"4/2/2017","6/4/2014","Private room",1,1,50,27,8,9,9,"f"
"10174",4896855,970,"4/2/2017","8/6/2014","Private room",1,1,115,2,10,9,10,"f"
"10175",4896937,1244,"4/3/2017","11/6/2013","Private room",1,1,70,0,NA,NA,NA,"f"
"10176",4899352,828,"4/2/2017","12/26/2014","Entire home/apt",1,1,219,0,NA,NA,NA,"f"
"10177",4900034,1084,"4/2/2017","4/14/2014","Private room",1,1,120,3,7,10,8,"f"
"10178",4901020,1214,"4/2/2017","12/5/2013","Private room",1,1,80,0,NA,NA,NA,"f"
"10179",4901269,1425,"4/2/2017","5/8/2013","Entire home/apt",1,1,200,6,10,10,10,"f"
"10180",4901424,828,"4/2/2017","12/26/2014","Entire home/apt",1,4,300,0,NA,NA,NA,"f"
"10181",4901568,2134,"4/2/2017","5/30/2011","Private room",1,1,90,77,10,9,9,"f"
"10182",4901617,1031,"4/2/2017","6/6/2014","Entire home/apt",1,1,175,4,9,10,9,"f"
"10183",4902025,1473,"4/2/2017","3/21/2013","Private room",1,1,75,0,NA,NA,NA,"f"
"10184",4902030,828,"4/2/2017","12/26/2014","Entire home/apt",1,1,107,23,10,10,10,"t"
"10185",4902143,2160,"4/2/2017","5/4/2011","Private room",1,1,50,7,9,10,10,"f"
"10186",4902497,828,"4/2/2017","12/26/2014","Entire home/apt",1,2,165,8,9,9,10,"t"
"10187",4902690,1594,"4/2/2017","11/20/2012","Private room",1,1,30,1,NA,NA,NA,"f"
"10188",4902912,1454,"4/2/2017","4/9/2013","Private room",1,1,94,65,9,9,9,"f"
"10189",4902967,1454,"4/2/2017","4/9/2013","Private room",1,1,94,48,9,9,9,"f"
"10190",4903029,1978,"4/2/2017","11/2/2011","Entire home/apt",1,1,98,11,9,9,9,"f"
"10191",4904582,827,"4/2/2017","12/27/2014","Private room",1,1,39,4,9,8,9,"f"
"10192",4905118,828,"4/2/2017","12/26/2014","Entire home/apt",1,2,265,10,9,10,8,"t"
"10193",4905248,828,"4/2/2017","12/26/2014","Entire home/apt",1,1,130,5,9,10,10,"t"
"10194",4905337,1097,"4/2/2017","4/1/2014","Entire home/apt",1,1,85,2,10,10,10,"f"
"10195",4906961,2162,"4/2/2017","5/2/2011","Entire home/apt",1,NA,160,11,10,9,9,"f"
"10196",4907206,828,"4/3/2017","12/27/2014","Private room",1,1,225,0,NA,NA,NA,"f"
"10197",4907207,845,"4/2/2017","12/9/2014","Private room",1,1,200,2,10,10,10,"f"
"10198",4907749,827,"4/2/2017","12/27/2014","Private room",1,1,75,0,NA,NA,NA,"f"
"10199",4907861,828,"4/3/2017","12/27/2014","Entire home/apt",1,0,139,46,10,9,10,"t"
"10200",4909080,827,"4/2/2017","12/27/2014","Entire home/apt",1,0,500,29,8,9,8,"f"
"10201",4909388,1418,"4/2/2017","5/15/2013","Private room",2,1,50,0,NA,NA,NA,"f"
"10202",4909438,860,"4/2/2017","11/24/2014","Entire home/apt",1,0,175,1,10,10,10,"f"
"10203",4909949,829,"4/3/2017","12/26/2014","Entire home/apt",1,1,189,0,NA,NA,NA,"f"
"10204",4910479,1391,"4/2/2017","6/11/2013","Shared room",1,1,50,8,9,10,9,"t"
"10205",4913277,826,"4/2/2017","12/28/2014","Entire home/apt",1,1,150,7,10,10,10,"f"
"10206",4914435,826,"4/2/2017","12/28/2014","Entire home/apt",1,1,85,0,NA,NA,NA,"f"
"10207",4914545,826,"4/2/2017","12/28/2014","Entire home/apt",1.5,3,109,13,9,9,9,"f"
"10208",4915341,1015,"4/2/2017","6/22/2014","Entire home/apt",2,2,125,6,10,9,9,"f"
"10209",4915953,827,"4/2/2017","12/27/2014","Private room",1,1,79,17,8,9,9,"f"
"10210",4915963,826,"4/2/2017","12/28/2014","Entire home/apt",1,1,375,87,9,10,9,"t"
"10211",4916150,2390,"4/2/2017","9/16/2010","Private room",1,1,78,1,10,10,10,"f"
"10212",4916223,1018,"4/2/2017","6/19/2014","Private room",1.5,1,39,31,9,9,9,"f"
"10213",4916323,1568,"4/2/2017","12/16/2012","Entire home/apt",1,2,250,8,9,9,9,"f"
"10214",4916340,2603,"4/2/2017","2/15/2010","Entire home/apt",1,1,155,34,8,10,9,"f"
"10215",4916758,1498,"4/2/2017","2/24/2013","Entire home/apt",1,1,99,27,7,9,8,"f"
"10216",4917122,1565,"4/2/2017","12/19/2012","Entire home/apt",1,1,175,1,10,10,10,"f"
"10217",4917151,1186,"4/2/2017","1/2/2014","Entire home/apt",1,1,250,14,10,10,9,"f"
"10218",4917323,826,"4/2/2017","12/28/2014","Entire home/apt",1,3,185,72,10,8,9,"f"
"10219",4917519,826,"4/2/2017","12/28/2014","Entire home/apt",1,1,130,120,9,9,8,"f"
"10220",4918092,825,"4/2/2017","12/29/2014","Private room",1,1,65,30,9,10,9,"f"
"10221",4918117,1898,"4/2/2017","1/21/2012","Private room",1,1,65,9,9,9,9,"f"
"10222",4918466,2025,"4/2/2017","9/16/2011","Private room",1,1,45,2,8,9,9,"f"
"10223",4920912,906,"4/2/2017","10/9/2014","Entire home/apt",1,1,175,0,NA,NA,NA,"f"
"10224",4921375,825,"4/2/2017","12/29/2014","Private room",1,1,125,0,NA,NA,NA,"f"
"10225",4921514,832,"4/2/2017","12/22/2014","Entire home/apt",1,1,99,3,10,10,10,"f"
"10226",4921548,828,"4/2/2017","12/26/2014","Entire home/apt",2,2,205,10,9,10,9,"t"
"10227",4922476,825,"4/2/2017","12/29/2014","Entire home/apt",1,1,299,78,10,10,9,"f"
"10228",4922917,1037,"4/2/2017","5/31/2014","Private room",1,1,75,0,NA,NA,NA,"f"
"10229",4924286,825,"4/2/2017","12/29/2014","Entire home/apt",1,1,205,16,10,9,9,"f"
"10230",4924516,1319,"4/2/2017","8/22/2013","Entire home/apt",1,2,190,11,10,9,10,"f"
"10231",4924590,825,"4/2/2017","12/29/2014","Entire home/apt",1,1,90,0,NA,NA,NA,"f"
"10232",4925277,825,"4/2/2017","12/29/2014","Private room",1,1,100,0,NA,NA,NA,"f"
"10233",4925278,1129,"4/2/2017","2/28/2014","Entire home/apt",1,1,715,0,NA,NA,NA,"f"
"10234",4925368,2284,"4/2/2017","12/31/2010","Private room",1,3,50,13,9,8,9,"f"
"10235",4925517,909,"4/2/2017","10/6/2014","Private room",1,1,88,141,9,10,10,"f"
"10236",4926511,832,"4/2/2017","12/22/2014","Entire home/apt",1,3,199,51,9,9,9,"t"
