id,y1,y2,y3,y4,f1,f2,f3,f4,p1,p2,p3,p4
360,0,0,0,1,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
361,1,0,0,0,1,0,0,0,0.122,0.086000003,0.054000001,0.086000003
362,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
363,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
364,0,0,0,1,0,1,0,0,0.122,0.063000001,0.054000001,0.086000003
365,0,0,0,1,0,1,0,0,0.122,0.063000001,0.054000001,0.086000003
366,1,0,0,0,0,0,0,0,0.122,0.066,0.054000001,0.086000003
367,0,0,0,1,0,0,0,0,0.122,0.066,0.054000001,0.086000003
368,0,0,0,1,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998
369,1,0,0,0,0,0,0,1,0.122,0.086000003,0.056000002,0.063000001
370,0,0,0,1,0,0,0,1,0.118,0.086000003,0.056000002,0.086000003
371,1,0,0,0,0,0,0,1,0.122,0.086000003,0.056000002,0.063000001
372,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001
373,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001
374,0,0,0,1,0,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004
375,0,0,0,1,0,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004
376,0,0,0,1,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004
377,1,0,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004
378,0,0,0,1,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004
379,0,0,0,1,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
380,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
381,0,0,0,1,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
382,1,0,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.044
383,1,0,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.044
384,1,0,0,0,0,0,1,0,0.115,0.086000003,0.061000001,0.079000004
385,1,0,0,0,0,0,0,0,0.115,0.086000003,0.055,0.079000004
386,1,0,0,0,0,0,0,0,0.115,0.086000003,0.055,0.079000004
387,0,0,0,1,0,0,0,0,0.115,0.086000003,0.055,0.079000004
388,0,0,0,1,0,0,0,0,0.115,0.086000003,0.055,0.079000004
389,0,0,0,1,0,0,0,0,0.115,0.086000003,0.046,0.079000004
390,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.079000004
391,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.079000004
392,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.041000001
393,0,0,0,1,1,0,0,0,0.115,0.086000003,0.061000001,0.079000004
394,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004
395,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.079000004
396,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.071000002
397,0,0,0,1,0,0,0,0,0.115,0.063000001,0.061000001,0.079000004
398,0,0,0,1,0,0,0,0,0.115,0.063000001,0.061000001,0.079000004
399,0,0,0,1,0,0,0,0,0.057,0.063000001,0.061000001,0.063000001
400,0,0,0,1,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001
401,0,0,0,1,0,0,0,0,0.057,0.063000001,0.061000001,0.063000001
402,0,0,0,1,0,0,0,0,0.057,0.063000001,0.061000001,0.063000001
403,0,0,0,1,0,0,0,0,0.088,0.086000003,0.061000001,0.063000001
404,0,0,0,1,0,0,0,0,0.082999997,0.063000001,0.061000001,0.063000001
405,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
406,0,0,0,1,0,0,0,0,0.115,0.081,0.037999999,0.079000004
407,0,0,0,1,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
408,0,0,0,1,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003
409,0,0,0,1,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003
410,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
411,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
412,0,0,0,1,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
413,0,0,0,1,0,0,0,0,0.115,0.064000003,0.061000001,0.079000004
414,1,0,0,0,0,0,0,0,0.108,0.097999997,0.061000001,0.086000003
415,0,1,0,0,0,0,0,0,0.108,0.097999997,0.061000001,0.086000003
416,0,1,0,0,1,0,0,0,0.090999998,0.081,0.061000001,0.086000003
417,0,1,0,0,1,0,0,0,0.090999998,0.086000003,0.061000001,0.086000003
418,0,1,0,0,1,0,0,0,0.090999998,0.081,0.061000001,0.086000003
419,1,0,0,0,0,0,0,1,0.122,0.086000003,0.061000001,0.068000004
420,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
421,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
422,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
423,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
424,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
425,1,0,0,0,1,0,0,0,0.122,0.086000003,0.061000001,0.086000003
426,1,0,0,0,1,0,0,0,0.122,0.086000003,0.061000001,0.086000003
427,0,1,0,0,1,0,0,0,0.122,0.086000003,0.061000001,0.086000003
428,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
429,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
430,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
431,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
432,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
433,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
434,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
435,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
436,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
437,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
438,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
439,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
440,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
441,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
442,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
443,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
444,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
445,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
446,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
447,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
448,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
449,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
450,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
451,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
452,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
453,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
454,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
455,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.079000004
456,0,0,0,1,0,0,0,1,0.108,0.081,0.061000001,0.074000001
457,0,0,0,1,0,1,0,0,0.108,0.086000003,0.050000001,0.086000003
458,1,0,0,0,0,0,0,0,0.115,0.081,0.061000001,0.086000003
459,1,0,0,0,0,0,0,0,0.115,0.081,0.061000001,0.081
460,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
461,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
462,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
463,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004
464,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004
465,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004
466,0,1,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004
467,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
468,0,0,1,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
469,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
470,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
471,1,0,0,0,0,0,0,0,-0.002,0.097999997,0.048999999,0.079000004
472,1,0,0,0,0,0,0,0,-0.002,0.097999997,0.048999999,0.079000004
473,1,0,0,0,0,0,0,0,0.097999997,0.097999997,0.048999999,0.079000004
474,0,1,0,0,0,0,0,0,0.11,0.081,0.048999999,0.079000004
475,0,1,0,0,0,0,0,0,0.11,0.081,0.048999999,0.079000004
476,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
477,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004
478,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
479,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
480,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
481,0,0,1,0,0,0,0,0,0.097999997,0.081,0.048999999,0.079000004
482,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004
483,0,0,1,0,0,0,0,0,0.103,0.064000003,0.048999999,0.079000004
484,0,0,1,0,0,0,0,0,0.103,0.064000003,0.048999999,0.079000004
485,0,1,0,0,0,0,0,0,0.108,0.081,0.048999999,0.079000004
486,0,1,0,0,0,0,0,0,0.108,0.097999997,0.048999999,0.079000004
487,0,1,0,0,0,0,0,0,0.108,0.081,0.048999999,0.079000004
488,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
489,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
490,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
491,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004
492,0,1,0,0,0,0,1,0,0.115,0.081,0.030999999,0.079000004
493,0,1,0,0,0,0,0,0,0.115,0.081,0.032000002,0.079000004
494,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
495,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
496,0,0,1,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004
497,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
498,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
499,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
500,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
501,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
502,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
503,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
504,0,1,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004
505,0,1,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004
506,0,1,0,0,0,0,1,0,0.108,0.086000003,0.025,0.079000004
507,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004
508,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004
509,0,1,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
510,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
511,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
512,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
513,0,1,0,0,0,0,0,0,0.085000001,0.086000003,0.054000001,0.086000003
514,0,1,0,0,0,0,0,0,0.085000001,0.086000003,0.054000001,0.086000003
515,0,1,0,0,0,1,0,0,0.122,0.063000001,0.054000001,0.079000004
516,0,0,1,0,0,0,0,1,0.082999997,0.086000003,0.054000001,0.063000001
517,0,0,1,0,0,0,0,1,0.082999997,0.086000003,0.054000001,0.063000001
518,0,0,1,0,0,0,0,0,0.112,0.081,0.054000001,0.079000004
519,0,1,0,0,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001
520,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.066
521,0,1,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
522,0,1,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
523,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004
524,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004
525,0,1,0,0,1,0,0,0,0.115,0.086000003,0.061000001,0.068999998
526,0,1,0,0,1,0,0,0,0.115,0.086000003,0.061000001,0.068999998
527,0,1,0,0,0,0,0,1,0.071999997,0.086000003,0.061000001,0.063000001
528,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001
529,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001
530,1,0,0,0,0,0,0,0,0.01,0.081,0.066,0.079000004
531,1,0,0,0,0,0,0,0,0,0.092,0.050000001,0.079000004
532,1,0,0,0,0,0,0,0,0.108,0.092,0.050000001,0.079000004
533,1,0,0,0,0,0,0,0,0.067000002,0.092,0.050000001,0.079000004
534,1,0,0,0,0,0,0,0,0.07,0.081,0.057999998,0.079000004
535,1,0,0,0,0,0,0,0,0.07,0.081,0.057999998,0.079000004
536,1,0,0,0,0,0,0,0,0.074000001,0.081,0.066,0.079000004
537,1,0,0,0,0,0,0,0,0.074000001,0.081,0.066,0.079000004
538,1,0,0,0,0,0,0,0,0.039999999,0.081,0.066,0.086000003
539,1,0,0,0,0,0,0,0,0.039999999,0.081,0.066,0.086000003
540,0,1,0,0,0,0,0,0,0.108,0.044,0.050000001,0.079000004
541,1,0,0,0,0,1,0,0,0,0.081,0.041999999,0.086000003
542,1,0,0,0,0,1,0,0,0,0.081,0.041999999,0.086000003
543,1,0,0,0,0,0,0,0,0,0.081,0.050000001,0.079000004
544,1,0,0,0,0,0,0,0,0,0.081,0.066,0.079000004
545,1,0,0,0,0,0,0,0,0,0.081,0.066,0.079000004
546,1,0,0,0,0,0,1,0,0.07,0.088,0.030999999,0.086000003
547,1,0,0,0,0,0,1,0,0.07,0.088,0.030999999,0.086000003
548,1,0,0,0,0,0,1,0,0,0.081,0.066,0.086000003
549,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
550,1,0,0,0,0,0,1,0,0,0.081,0.066,0.086000003
551,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004
552,1,0,0,0,0,0,0,0,0.112,0.086000003,0.039000001,0.086000003
553,1,0,0,0,0,0,0,0,0.025,0.086000003,0.057999998,0.079000004
554,1,0,0,0,0,0,0,0,0.108,0.086000003,0.057999998,0.079000004
555,0,0,1,0,0,0,0,0,0.115,0.086000003,0.030999999,0.079000004
556,1,0,0,0,0,0,0,0,0.067000002,0.086000003,0.056000002,0.044
557,0,0,1,0,0,0,0,0,0.112,0.086000003,0.054000001,0.079000004
558,0,0,1,0,0,0,0,0,0.112,0.086000003,0.054000001,0.079000004
559,0,0,1,0,0,0,0,0,0.112,0.086000003,0.054000001,0.079000004
560,1,0,0,0,0,0,0,0,0.108,0.086000003,0.056000002,0.063000001
561,1,0,0,0,0,0,0,0,0.057999998,0.086000003,0.056000002,0.063000001
562,1,0,0,0,0,0,0,0,0.108,0.086000003,0.056000002,0.063000001
563,0,1,0,0,1,0,0,0,0.108,0.086000003,0.054000001,0.079000004
564,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004
565,0,0,0,1,0,0,0,0,0.108,0.086000003,0.025,0.079000004
566,0,0,0,1,0,0,0,0,0.108,0.086000003,0.025,0.079000004
567,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
568,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
569,1,0,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.083999999
570,0,0,0,1,0,1,0,0,0.122,0.063000001,0.054000001,0.086000003
571,0,0,0,1,0,0,0,1,0.118,0.086000003,0.056000002,0.063000001
572,0,0,0,1,0,0,0,1,0.118,0.086000003,0.056000002,0.063000001
573,1,0,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.063000001
574,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
575,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
576,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
577,0,0,0,1,0,0,0,0,0.115,0.086000003,0.046,0.079000004
578,0,0,0,1,0,0,0,0,0.115,0.086000003,0.046,0.079000004
579,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.043000001
580,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.061000001,0.043000001
581,0,0,0,1,0,0,0,1,0.045000002,0.052999999,0.061000001,0.063000001
582,1,0,0,0,0,0,0,0,0.115,0.057,0.050000001,0.086000003
583,1,0,0,0,0,0,0,0,0.115,0.081,0.050000001,0.086000003
584,1,0,0,0,0,0,0,0,0.015,0.081,0.050000001,0.086000003
585,1,0,0,0,0,0,0,0,0.115,0.081,0.050000001,0.081
586,1,0,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003
587,1,0,0,0,0,1,0,0,0.115,0.063000001,0.061000001,0.079000004
588,1,0,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003
589,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081
590,0,1,0,0,0,0,0,0,0.125,0.074000001,0.061000001,0.081
591,0,1,0,0,0,0,0,0,0.125,0.074000001,0.061000001,0.081
592,0,1,0,0,0,0,0,0,0.125,0.081,0.061000001,0.081
593,0,1,0,0,0,0,0,0,0.125,0.081,0.061000001,0.081
594,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
595,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
596,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004
597,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004
598,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
599,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
600,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
601,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
602,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
603,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
604,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
605,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
606,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
607,1,0,0,0,0,0,0,0,0.115,0.086000003,0.048999999,0.079000004
608,1,0,0,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004
609,1,0,0,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004
610,1,0,0,0,1,0,0,0,0.041999999,0.092,0.063000001,0.104
611,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
612,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
613,0,1,0,0,0,0,1,0,0.108,0.086000003,0.025,0.079000004
614,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
615,1,0,0,0,0,0,0,0,0.022,0.086000003,0.061000001,0.086000003
616,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
617,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
618,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
619,0,1,0,0,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001
620,1,0,0,0,0,0,1,0,0.115,0.086000003,0.061000001,0.079000004
621,0,1,0,0,0,0,0,0,0.115,0.086000003,0.061000001,0.079000004
622,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
623,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
624,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
625,0,0,0,1,0,0,0,0,0.057999998,0.063000001,0.061000001,0.063000001
626,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001
627,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001
628,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
629,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
630,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
631,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003
632,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.079000004
633,0,1,0,0,0,0,0,0,0.11,0.081,0.061000001,0.079000004
634,0,1,0,0,0,1,0,0,0.11,0.081,0.061000001,0.079000004
635,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
636,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004
637,0,1,0,0,0,1,0,0,0.108,0.081,0.050000001,0.086000003
638,0,1,0,0,0,0,0,0,0.115,0.081,0.050000001,0.086000003
639,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004
640,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004
641,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004
642,1,0,0,0,0,0,0,0,0.041999999,0.086000003,0.054000001,0.079000004
643,1,0,0,0,0,0,0,0,-0.012,0.086000003,0.054000001,0.079000004
644,0,0,1,0,0,0,0,0,0.056000002,0.086000003,0.054000001,0.079000004
645,0,0,1,0,0,0,0,0,0.056000002,0.086000003,0.054000001,0.079000004
646,0,0,1,0,0,0,0,0,0.056000002,0.086000003,0.054000001,0.079000004
647,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004
648,0,0,1,0,0,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
649,0,0,1,0,0,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
650,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
651,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
652,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004
653,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004
654,0,0,1,0,0,0,1,0,0.132,0.086000003,0.025,0.079000004
655,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
656,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
657,1,0,0,0,1,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
658,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001
659,0,1,0,0,0,0,0,0,0.055,0.063000001,0.061000001,0.063000001
660,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004
661,0,1,0,0,1,0,0,0,0.115,0.086000003,0.054000001,0.079000004
662,1,0,0,0,1,0,0,0,0.008,0.086000003,0.054000001,0.079000004
663,1,0,0,0,0,0,0,0,0.055,0.086000003,0.054000001,0.079000004
664,0,1,0,0,0,0,0,0,0.090000004,0.086000003,0.054000001,0.079000004
665,1,0,0,0,0,0,0,0,0.082999997,0.086000003,0.054000001,0.079000004
666,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004
667,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004
668,0,1,0,0,0,1,0,0,0.108,0.048999999,0.050000001,0.079000004
669,0,1,0,0,0,0,0,0,0.108,0.048999999,0.050000001,0.079000004
670,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004
671,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
672,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
673,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
674,0,1,0,0,0,1,0,0,0.108,0.048999999,0.050000001,0.032000002
675,0,1,0,0,0,0,0,0,0.108,0.061000001,0.050000001,0.079000004
676,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
677,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
678,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
679,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
680,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
681,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
682,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
683,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
684,0,1,0,0,0,1,0,0,0.108,0.098999999,0.050000001,0.079000004
685,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
686,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
687,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
688,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
689,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
690,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
691,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
692,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004
693,0,1,0,0,0,0,0,0,0.108,0.061000001,0.048999999,0.079000004
694,0,1,0,0,0,0,0,0,0.108,0.061000001,0.048999999,0.079000004
695,0,1,0,0,0,0,0,0,0.122,0.086000003,0.054000001,0.079000004
696,0,1,0,0,0,1,0,0,0.117,0.081,0.066,0.079000004
697,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004
698,0,1,0,0,0,0,0,0,0.11,0.081,0.066,0.079000004
699,0,1,0,0,0,0,0,0,0.11,0.081,0.066,0.079000004
700,0,1,0,0,0,0,0,0,0.112,0.081,0.066,0.079000004
701,0,1,0,0,0,0,0,0,0.112,0.081,0.066,0.079000004
702,0,1,0,0,0,0,0,0,0.115,0.086000003,0.066,0.086000003
703,0,1,0,0,0,0,0,0,0.115,0.086000003,0.066,0.086000003
704,0,1,0,0,0,0,0,0,0.115,0.086000003,0.059,0.086000003
705,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004
706,0,1,0,0,0,0,0,0,0.115,0.086000003,0.025,0.079000004
707,0,1,0,0,0,0,0,0,0.115,0.086000003,0.025,0.079000004
708,0,1,0,0,0,0,0,0,0.112,0.086000003,0.054000001,0.079000004
709,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081
710,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
711,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
712,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004
713,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004
714,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004
